Run,Files,ID,ReadDir,Sample,Station,Depth,Size,Type,Paths,RenFiles,RenPaths,TrimmedFiles,TrimmedPaths,FilteredFiles,FilteredPaths,DereplicatedFiles
AH,3-1-B-500_S7_L001_R1_001.fastq.gz,3-1-B-500,1,3-1-B-500,3.1,B,500,Sample,Raw_AH/3-1-B-500_S7_L001_R1_001.fastq.gz,3-1-B-500_R1_ren.fastq.gz,RenamedSamples/3-1-B-500_R1_ren.fastq.gz,3-1-B-500_R1_trim.fastq.gz,TrimmedSamples/3-1-B-500_R1_trim.fastq.gz,3-1-B-500_R1_filt.fastq.gz,FilteredSamples/3-1-B-500_R1_filt.fastq.gz,DereplicatedSamples/3-1-B-500_R1_derep.fastq.gz
AH,3-1-B-500_S7_L001_R2_001.fastq.gz,3-1-B-500,2,3-1-B-500,3.1,B,500,Sample,Raw_AH/3-1-B-500_S7_L001_R2_001.fastq.gz,3-1-B-500_R2_ren.fastq.gz,RenamedSamples/3-1-B-500_R2_ren.fastq.gz,3-1-B-500_R2_trim.fastq.gz,TrimmedSamples/3-1-B-500_R2_trim.fastq.gz,3-1-B-500_R2_filt.fastq.gz,FilteredSamples/3-1-B-500_R2_filt.fastq.gz,DereplicatedSamples/3-1-B-500_R2_derep.fastq.gz
AH,3-1-B-53_S9_L001_R1_001.fastq.gz,3-1-B-53,1,3-1-B-53,3.1,B,53,Sample,Raw_AH/3-1-B-53_S9_L001_R1_001.fastq.gz,3-1-B-53_R1_ren.fastq.gz,RenamedSamples/3-1-B-53_R1_ren.fastq.gz,3-1-B-53_R1_trim.fastq.gz,TrimmedSamples/3-1-B-53_R1_trim.fastq.gz,3-1-B-53_R1_filt.fastq.gz,FilteredSamples/3-1-B-53_R1_filt.fastq.gz,DereplicatedSamples/3-1-B-53_R1_derep.fastq.gz
AH,3-1-B-53_S9_L001_R2_001.fastq.gz,3-1-B-53,2,3-1-B-53,3.1,B,53,Sample,Raw_AH/3-1-B-53_S9_L001_R2_001.fastq.gz,3-1-B-53_R2_ren.fastq.gz,RenamedSamples/3-1-B-53_R2_ren.fastq.gz,3-1-B-53_R2_trim.fastq.gz,TrimmedSamples/3-1-B-53_R2_trim.fastq.gz,3-1-B-53_R2_filt.fastq.gz,FilteredSamples/3-1-B-53_R2_filt.fastq.gz,DereplicatedSamples/3-1-B-53_R2_derep.fastq.gz
AH,3-1-B-PCR-control-5-April_S96_L001_R1_001.fastq.gz,3-1-B-PCR-control-5-April,1,3-1-B-PCR-control-5-April,3.1,NA,NA,PControl,Raw_AH/3-1-B-PCR-control-5-April_S96_L001_R1_001.fastq.gz,3-1-B-PCR-control-5-April_R1_ren.fastq.gz,RenamedSamples/3-1-B-PCR-control-5-April_R1_ren.fastq.gz,3-1-B-PCR-control-5-April_R1_trim.fastq.gz,TrimmedSamples/3-1-B-PCR-control-5-April_R1_trim.fastq.gz,3-1-B-PCR-control-5-April_R1_filt.fastq.gz,FilteredSamples/3-1-B-PCR-control-5-April_R1_filt.fastq.gz,DereplicatedSamples/3-1-B-PCR-control-5-April_R1_derep.fastq.gz
AH,3-1-B-PCR-control-5-April_S96_L001_R2_001.fastq.gz,3-1-B-PCR-control-5-April,2,3-1-B-PCR-control-5-April,3.1,NA,NA,PControl,Raw_AH/3-1-B-PCR-control-5-April_S96_L001_R2_001.fastq.gz,3-1-B-PCR-control-5-April_R2_ren.fastq.gz,RenamedSamples/3-1-B-PCR-control-5-April_R2_ren.fastq.gz,3-1-B-PCR-control-5-April_R2_trim.fastq.gz,TrimmedSamples/3-1-B-PCR-control-5-April_R2_trim.fastq.gz,3-1-B-PCR-control-5-April_R2_filt.fastq.gz,FilteredSamples/3-1-B-PCR-control-5-April_R2_filt.fastq.gz,DereplicatedSamples/3-1-B-PCR-control-5-April_R2_derep.fastq.gz
AH,3-1-DNA-control-8-Jan_S91_L001_R1_001.fastq.gz,3-1-DNA-control-8-Jan,1,3-1-DNA-control-8-Jan,3.1,NA,NA,EControl,Raw_AH/3-1-DNA-control-8-Jan_S91_L001_R1_001.fastq.gz,3-1-DNA-control-8-Jan_R1_ren.fastq.gz,RenamedSamples/3-1-DNA-control-8-Jan_R1_ren.fastq.gz,3-1-DNA-control-8-Jan_R1_trim.fastq.gz,TrimmedSamples/3-1-DNA-control-8-Jan_R1_trim.fastq.gz,3-1-DNA-control-8-Jan_R1_filt.fastq.gz,FilteredSamples/3-1-DNA-control-8-Jan_R1_filt.fastq.gz,DereplicatedSamples/3-1-DNA-control-8-Jan_R1_derep.fastq.gz
AH,3-1-DNA-control-8-Jan_S91_L001_R2_001.fastq.gz,3-1-DNA-control-8-Jan,2,3-1-DNA-control-8-Jan,3.1,NA,NA,EControl,Raw_AH/3-1-DNA-control-8-Jan_S91_L001_R2_001.fastq.gz,3-1-DNA-control-8-Jan_R2_ren.fastq.gz,RenamedSamples/3-1-DNA-control-8-Jan_R2_ren.fastq.gz,3-1-DNA-control-8-Jan_R2_trim.fastq.gz,TrimmedSamples/3-1-DNA-control-8-Jan_R2_trim.fastq.gz,3-1-DNA-control-8-Jan_R2_filt.fastq.gz,FilteredSamples/3-1-DNA-control-8-Jan_R2_filt.fastq.gz,DereplicatedSamples/3-1-DNA-control-8-Jan_R2_derep.fastq.gz
AH,3-1-S-0-2_S6_L001_R1_001.fastq.gz,3-1-S-0-2,1,3-1-S-0-2,3.1,S,0.2,Sample,Raw_AH/3-1-S-0-2_S6_L001_R1_001.fastq.gz,3-1-S-0-2_R1_ren.fastq.gz,RenamedSamples/3-1-S-0-2_R1_ren.fastq.gz,3-1-S-0-2_R1_trim.fastq.gz,TrimmedSamples/3-1-S-0-2_R1_trim.fastq.gz,3-1-S-0-2_R1_filt.fastq.gz,FilteredSamples/3-1-S-0-2_R1_filt.fastq.gz,DereplicatedSamples/3-1-S-0-2_R1_derep.fastq.gz
AH,3-1-S-0-2_S6_L001_R2_001.fastq.gz,3-1-S-0-2,2,3-1-S-0-2,3.1,S,0.2,Sample,Raw_AH/3-1-S-0-2_S6_L001_R2_001.fastq.gz,3-1-S-0-2_R2_ren.fastq.gz,RenamedSamples/3-1-S-0-2_R2_ren.fastq.gz,3-1-S-0-2_R2_trim.fastq.gz,TrimmedSamples/3-1-S-0-2_R2_trim.fastq.gz,3-1-S-0-2_R2_filt.fastq.gz,FilteredSamples/3-1-S-0-2_R2_filt.fastq.gz,DereplicatedSamples/3-1-S-0-2_R2_derep.fastq.gz
AH,3-1-S-1-2_S5_L001_R1_001.fastq.gz,3-1-S-1-2,1,3-1-S-1-2,3.1,S,1.2,Sample,Raw_AH/3-1-S-1-2_S5_L001_R1_001.fastq.gz,3-1-S-1-2_R1_ren.fastq.gz,RenamedSamples/3-1-S-1-2_R1_ren.fastq.gz,3-1-S-1-2_R1_trim.fastq.gz,TrimmedSamples/3-1-S-1-2_R1_trim.fastq.gz,3-1-S-1-2_R1_filt.fastq.gz,FilteredSamples/3-1-S-1-2_R1_filt.fastq.gz,DereplicatedSamples/3-1-S-1-2_R1_derep.fastq.gz
AH,3-1-S-1-2_S5_L001_R2_001.fastq.gz,3-1-S-1-2,2,3-1-S-1-2,3.1,S,1.2,Sample,Raw_AH/3-1-S-1-2_S5_L001_R2_001.fastq.gz,3-1-S-1-2_R2_ren.fastq.gz,RenamedSamples/3-1-S-1-2_R2_ren.fastq.gz,3-1-S-1-2_R2_trim.fastq.gz,TrimmedSamples/3-1-S-1-2_R2_trim.fastq.gz,3-1-S-1-2_R2_filt.fastq.gz,FilteredSamples/3-1-S-1-2_R2_filt.fastq.gz,DereplicatedSamples/3-1-S-1-2_R2_derep.fastq.gz
AH,3-1-S-180_S2_L001_R1_001.fastq.gz,3-1-S-180,1,3-1-S-180,3.1,S,180,Sample,Raw_AH/3-1-S-180_S2_L001_R1_001.fastq.gz,3-1-S-180_R1_ren.fastq.gz,RenamedSamples/3-1-S-180_R1_ren.fastq.gz,3-1-S-180_R1_trim.fastq.gz,TrimmedSamples/3-1-S-180_R1_trim.fastq.gz,3-1-S-180_R1_filt.fastq.gz,FilteredSamples/3-1-S-180_R1_filt.fastq.gz,DereplicatedSamples/3-1-S-180_R1_derep.fastq.gz
AH,3-1-S-180_S2_L001_R2_001.fastq.gz,3-1-S-180,2,3-1-S-180,3.1,S,180,Sample,Raw_AH/3-1-S-180_S2_L001_R2_001.fastq.gz,3-1-S-180_R2_ren.fastq.gz,RenamedSamples/3-1-S-180_R2_ren.fastq.gz,3-1-S-180_R2_trim.fastq.gz,TrimmedSamples/3-1-S-180_R2_trim.fastq.gz,3-1-S-180_R2_filt.fastq.gz,FilteredSamples/3-1-S-180_R2_filt.fastq.gz,DereplicatedSamples/3-1-S-180_R2_derep.fastq.gz
AH,3-1-S-20_S3_L001_R1_001.fastq.gz,3-1-S-20,1,3-1-S-20,3.1,S,20,Sample,Raw_AH/3-1-S-20_S3_L001_R1_001.fastq.gz,3-1-S-20_R1_ren.fastq.gz,RenamedSamples/3-1-S-20_R1_ren.fastq.gz,3-1-S-20_R1_trim.fastq.gz,TrimmedSamples/3-1-S-20_R1_trim.fastq.gz,3-1-S-20_R1_filt.fastq.gz,FilteredSamples/3-1-S-20_R1_filt.fastq.gz,DereplicatedSamples/3-1-S-20_R1_derep.fastq.gz
AH,3-1-S-20_S3_L001_R2_001.fastq.gz,3-1-S-20,2,3-1-S-20,3.1,S,20,Sample,Raw_AH/3-1-S-20_S3_L001_R2_001.fastq.gz,3-1-S-20_R2_ren.fastq.gz,RenamedSamples/3-1-S-20_R2_ren.fastq.gz,3-1-S-20_R2_trim.fastq.gz,TrimmedSamples/3-1-S-20_R2_trim.fastq.gz,3-1-S-20_R2_filt.fastq.gz,FilteredSamples/3-1-S-20_R2_filt.fastq.gz,DereplicatedSamples/3-1-S-20_R2_derep.fastq.gz
AH,3-1-S-5_S4_L001_R1_001.fastq.gz,3-1-S-5,1,3-1-S-5,3.1,S,5,Sample,Raw_AH/3-1-S-5_S4_L001_R1_001.fastq.gz,3-1-S-5_R1_ren.fastq.gz,RenamedSamples/3-1-S-5_R1_ren.fastq.gz,3-1-S-5_R1_trim.fastq.gz,TrimmedSamples/3-1-S-5_R1_trim.fastq.gz,3-1-S-5_R1_filt.fastq.gz,FilteredSamples/3-1-S-5_R1_filt.fastq.gz,DereplicatedSamples/3-1-S-5_R1_derep.fastq.gz
AH,3-1-S-5_S4_L001_R2_001.fastq.gz,3-1-S-5,2,3-1-S-5,3.1,S,5,Sample,Raw_AH/3-1-S-5_S4_L001_R2_001.fastq.gz,3-1-S-5_R2_ren.fastq.gz,RenamedSamples/3-1-S-5_R2_ren.fastq.gz,3-1-S-5_R2_trim.fastq.gz,TrimmedSamples/3-1-S-5_R2_trim.fastq.gz,3-1-S-5_R2_filt.fastq.gz,FilteredSamples/3-1-S-5_R2_filt.fastq.gz,DereplicatedSamples/3-1-S-5_R2_derep.fastq.gz
AH,3-1-S-PCR-control-21-April_S95_L001_R1_001.fastq.gz,3-1-S-PCR-control-21-April,1,3-1-S-PCR-control-21-April,3.1,NA,NA,PControl,Raw_AH/3-1-S-PCR-control-21-April_S95_L001_R1_001.fastq.gz,3-1-S-PCR-control-21-April_R1_ren.fastq.gz,RenamedSamples/3-1-S-PCR-control-21-April_R1_ren.fastq.gz,3-1-S-PCR-control-21-April_R1_trim.fastq.gz,TrimmedSamples/3-1-S-PCR-control-21-April_R1_trim.fastq.gz,3-1-S-PCR-control-21-April_R1_filt.fastq.gz,FilteredSamples/3-1-S-PCR-control-21-April_R1_filt.fastq.gz,DereplicatedSamples/3-1-S-PCR-control-21-April_R1_derep.fastq.gz
AH,3-1-S-PCR-control-21-April_S95_L001_R2_001.fastq.gz,3-1-S-PCR-control-21-April,2,3-1-S-PCR-control-21-April,3.1,NA,NA,PControl,Raw_AH/3-1-S-PCR-control-21-April_S95_L001_R2_001.fastq.gz,3-1-S-PCR-control-21-April_R2_ren.fastq.gz,RenamedSamples/3-1-S-PCR-control-21-April_R2_ren.fastq.gz,3-1-S-PCR-control-21-April_R2_trim.fastq.gz,TrimmedSamples/3-1-S-PCR-control-21-April_R2_trim.fastq.gz,3-1-S-PCR-control-21-April_R2_filt.fastq.gz,FilteredSamples/3-1-S-PCR-control-21-April_R2_filt.fastq.gz,DereplicatedSamples/3-1-S-PCR-control-21-April_R2_derep.fastq.gz
AH,3-2-B-0-2_S27_L001_R1_001.fastq.gz,3-2-B-0-2,1,3-2-B-0-2,3.2,B,0.2,Sample,Raw_AH/3-2-B-0-2_S27_L001_R1_001.fastq.gz,3-2-B-0-2_R1_ren.fastq.gz,RenamedSamples/3-2-B-0-2_R1_ren.fastq.gz,3-2-B-0-2_R1_trim.fastq.gz,TrimmedSamples/3-2-B-0-2_R1_trim.fastq.gz,3-2-B-0-2_R1_filt.fastq.gz,FilteredSamples/3-2-B-0-2_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-0-2_R1_derep.fastq.gz
AH,3-2-B-0-2_S27_L001_R2_001.fastq.gz,3-2-B-0-2,2,3-2-B-0-2,3.2,B,0.2,Sample,Raw_AH/3-2-B-0-2_S27_L001_R2_001.fastq.gz,3-2-B-0-2_R2_ren.fastq.gz,RenamedSamples/3-2-B-0-2_R2_ren.fastq.gz,3-2-B-0-2_R2_trim.fastq.gz,TrimmedSamples/3-2-B-0-2_R2_trim.fastq.gz,3-2-B-0-2_R2_filt.fastq.gz,FilteredSamples/3-2-B-0-2_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-0-2_R2_derep.fastq.gz
AH,3-2-B-1-2_S26_L001_R1_001.fastq.gz,3-2-B-1-2,1,3-2-B-1-2,3.2,B,1.2,Sample,Raw_AH/3-2-B-1-2_S26_L001_R1_001.fastq.gz,3-2-B-1-2_R1_ren.fastq.gz,RenamedSamples/3-2-B-1-2_R1_ren.fastq.gz,3-2-B-1-2_R1_trim.fastq.gz,TrimmedSamples/3-2-B-1-2_R1_trim.fastq.gz,3-2-B-1-2_R1_filt.fastq.gz,FilteredSamples/3-2-B-1-2_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-1-2_R1_derep.fastq.gz
AH,3-2-B-1-2_S26_L001_R2_001.fastq.gz,3-2-B-1-2,2,3-2-B-1-2,3.2,B,1.2,Sample,Raw_AH/3-2-B-1-2_S26_L001_R2_001.fastq.gz,3-2-B-1-2_R2_ren.fastq.gz,RenamedSamples/3-2-B-1-2_R2_ren.fastq.gz,3-2-B-1-2_R2_trim.fastq.gz,TrimmedSamples/3-2-B-1-2_R2_trim.fastq.gz,3-2-B-1-2_R2_filt.fastq.gz,FilteredSamples/3-2-B-1-2_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-1-2_R2_derep.fastq.gz
AH,3-2-B-180_S22_L001_R1_001.fastq.gz,3-2-B-180,1,3-2-B-180,3.2,B,180,Sample,Raw_AH/3-2-B-180_S22_L001_R1_001.fastq.gz,3-2-B-180_R1_ren.fastq.gz,RenamedSamples/3-2-B-180_R1_ren.fastq.gz,3-2-B-180_R1_trim.fastq.gz,TrimmedSamples/3-2-B-180_R1_trim.fastq.gz,3-2-B-180_R1_filt.fastq.gz,FilteredSamples/3-2-B-180_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-180_R1_derep.fastq.gz
AH,3-2-B-180_S22_L001_R2_001.fastq.gz,3-2-B-180,2,3-2-B-180,3.2,B,180,Sample,Raw_AH/3-2-B-180_S22_L001_R2_001.fastq.gz,3-2-B-180_R2_ren.fastq.gz,RenamedSamples/3-2-B-180_R2_ren.fastq.gz,3-2-B-180_R2_trim.fastq.gz,TrimmedSamples/3-2-B-180_R2_trim.fastq.gz,3-2-B-180_R2_filt.fastq.gz,FilteredSamples/3-2-B-180_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-180_R2_derep.fastq.gz
AH,3-2-B-20_S24_L001_R1_001.fastq.gz,3-2-B-20,1,3-2-B-20,3.2,B,20,Sample,Raw_AH/3-2-B-20_S24_L001_R1_001.fastq.gz,3-2-B-20_R1_ren.fastq.gz,RenamedSamples/3-2-B-20_R1_ren.fastq.gz,3-2-B-20_R1_trim.fastq.gz,TrimmedSamples/3-2-B-20_R1_trim.fastq.gz,3-2-B-20_R1_filt.fastq.gz,FilteredSamples/3-2-B-20_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-20_R1_derep.fastq.gz
AH,3-2-B-20_S24_L001_R2_001.fastq.gz,3-2-B-20,2,3-2-B-20,3.2,B,20,Sample,Raw_AH/3-2-B-20_S24_L001_R2_001.fastq.gz,3-2-B-20_R2_ren.fastq.gz,RenamedSamples/3-2-B-20_R2_ren.fastq.gz,3-2-B-20_R2_trim.fastq.gz,TrimmedSamples/3-2-B-20_R2_trim.fastq.gz,3-2-B-20_R2_filt.fastq.gz,FilteredSamples/3-2-B-20_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-20_R2_derep.fastq.gz
AH,3-2-B-5_S25_L001_R1_001.fastq.gz,3-2-B-5,1,3-2-B-5,3.2,B,5,Sample,Raw_AH/3-2-B-5_S25_L001_R1_001.fastq.gz,3-2-B-5_R1_ren.fastq.gz,RenamedSamples/3-2-B-5_R1_ren.fastq.gz,3-2-B-5_R1_trim.fastq.gz,TrimmedSamples/3-2-B-5_R1_trim.fastq.gz,3-2-B-5_R1_filt.fastq.gz,FilteredSamples/3-2-B-5_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-5_R1_derep.fastq.gz
AH,3-2-B-5_S25_L001_R2_001.fastq.gz,3-2-B-5,2,3-2-B-5,3.2,B,5,Sample,Raw_AH/3-2-B-5_S25_L001_R2_001.fastq.gz,3-2-B-5_R2_ren.fastq.gz,RenamedSamples/3-2-B-5_R2_ren.fastq.gz,3-2-B-5_R2_trim.fastq.gz,TrimmedSamples/3-2-B-5_R2_trim.fastq.gz,3-2-B-5_R2_filt.fastq.gz,FilteredSamples/3-2-B-5_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-5_R2_derep.fastq.gz
AH,3-2-B-500_S21_L001_R1_001.fastq.gz,3-2-B-500,1,3-2-B-500,3.2,B,500,Sample,Raw_AH/3-2-B-500_S21_L001_R1_001.fastq.gz,3-2-B-500_R1_ren.fastq.gz,RenamedSamples/3-2-B-500_R1_ren.fastq.gz,3-2-B-500_R1_trim.fastq.gz,TrimmedSamples/3-2-B-500_R1_trim.fastq.gz,3-2-B-500_R1_filt.fastq.gz,FilteredSamples/3-2-B-500_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-500_R1_derep.fastq.gz
AH,3-2-B-500_S21_L001_R2_001.fastq.gz,3-2-B-500,2,3-2-B-500,3.2,B,500,Sample,Raw_AH/3-2-B-500_S21_L001_R2_001.fastq.gz,3-2-B-500_R2_ren.fastq.gz,RenamedSamples/3-2-B-500_R2_ren.fastq.gz,3-2-B-500_R2_trim.fastq.gz,TrimmedSamples/3-2-B-500_R2_trim.fastq.gz,3-2-B-500_R2_filt.fastq.gz,FilteredSamples/3-2-B-500_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-500_R2_derep.fastq.gz
AH,3-2-B-53_S23_L001_R1_001.fastq.gz,3-2-B-53,1,3-2-B-53,3.2,B,53,Sample,Raw_AH/3-2-B-53_S23_L001_R1_001.fastq.gz,3-2-B-53_R1_ren.fastq.gz,RenamedSamples/3-2-B-53_R1_ren.fastq.gz,3-2-B-53_R1_trim.fastq.gz,TrimmedSamples/3-2-B-53_R1_trim.fastq.gz,3-2-B-53_R1_filt.fastq.gz,FilteredSamples/3-2-B-53_R1_filt.fastq.gz,DereplicatedSamples/3-2-B-53_R1_derep.fastq.gz
AH,3-2-B-53_S23_L001_R2_001.fastq.gz,3-2-B-53,2,3-2-B-53,3.2,B,53,Sample,Raw_AH/3-2-B-53_S23_L001_R2_001.fastq.gz,3-2-B-53_R2_ren.fastq.gz,RenamedSamples/3-2-B-53_R2_ren.fastq.gz,3-2-B-53_R2_trim.fastq.gz,TrimmedSamples/3-2-B-53_R2_trim.fastq.gz,3-2-B-53_R2_filt.fastq.gz,FilteredSamples/3-2-B-53_R2_filt.fastq.gz,DereplicatedSamples/3-2-B-53_R2_derep.fastq.gz
AH,3-2-DNA-control-11-Dec_S92_L001_R1_001.fastq.gz,3-2-DNA-control-11-Dec,1,3-2-DNA-control-11-Dec,3.2,NA,NA,EControl,Raw_AH/3-2-DNA-control-11-Dec_S92_L001_R1_001.fastq.gz,3-2-DNA-control-11-Dec_R1_ren.fastq.gz,RenamedSamples/3-2-DNA-control-11-Dec_R1_ren.fastq.gz,3-2-DNA-control-11-Dec_R1_trim.fastq.gz,TrimmedSamples/3-2-DNA-control-11-Dec_R1_trim.fastq.gz,3-2-DNA-control-11-Dec_R1_filt.fastq.gz,FilteredSamples/3-2-DNA-control-11-Dec_R1_filt.fastq.gz,DereplicatedSamples/3-2-DNA-control-11-Dec_R1_derep.fastq.gz
AH,3-2-DNA-control-11-Dec_S92_L001_R2_001.fastq.gz,3-2-DNA-control-11-Dec,2,3-2-DNA-control-11-Dec,3.2,NA,NA,EControl,Raw_AH/3-2-DNA-control-11-Dec_S92_L001_R2_001.fastq.gz,3-2-DNA-control-11-Dec_R2_ren.fastq.gz,RenamedSamples/3-2-DNA-control-11-Dec_R2_ren.fastq.gz,3-2-DNA-control-11-Dec_R2_trim.fastq.gz,TrimmedSamples/3-2-DNA-control-11-Dec_R2_trim.fastq.gz,3-2-DNA-control-11-Dec_R2_filt.fastq.gz,FilteredSamples/3-2-DNA-control-11-Dec_R2_filt.fastq.gz,DereplicatedSamples/3-2-DNA-control-11-Dec_R2_derep.fastq.gz
